Tool,feature,shift_z,operation,n,abs_shift_z
O,312X244,-0.11128142361738658,312,86,0.11128142361738658
L,310X119,0.1112240227673856,310,178,0.1112240227673856
N,311X163,-0.11121973033028032,311,266,0.11121973033028032
L,330X69,0.11121683055609602,330,178,0.11121683055609602
L,330X1034,0.11119024969385638,330,178,0.11119024969385638
J,420X32,-0.11117363159006399,420,142,0.11117363159006399
N,330X303,0.11117241334095099,330,266,0.11117241334095099
L,400X90,-0.11117182367953536,400,178,0.11117182367953536
M,ERROR:#N/A_23,-0.11117036611151197,UNKNOWN,128,0.11117036611151197
O,330X191,-0.11114610314767995,330,86,0.11114610314767995
M,520X244,-0.11109571891291874,520,128,0.11109571891291874
J,344X160,-0.11102471846022192,344,142,0.11102471846022192
N,344X264,-0.11101441902817867,344,266,0.11101441902817867
M,330X1191,0.1110142229008172,330,128,0.1110142229008172
L,Chamber ID,-0.11093100307545899,UNKNOWN,178,0.11093100307545899
O,312X788,-0.11092900483610708,312,86,0.11092900483610708
O,330X159,-0.11089787327253715,330,86,0.11089787327253715
L,210X159,0.11089732673392502,210,178,0.11089732673392502
M,520X320,0.11089648528391186,520,128,0.11089648528391186
N,300X3,-0.11089429724796923,300,266,0.11089429724796923
L,420X120,-0.11087226284091428,420,178,0.11087226284091428
L,300X2,-0.11085551464612764,300,178,0.11085551464612764
N,312X153,0.11085095028375574,312,266,0.11085095028375574
L,300X13,-0.11084409041735908,300,178,0.11084409041735908
M,312X315,-0.11082713322052513,312,128,0.11082713322052513
O,310X202,0.11081527175277843,310,86,0.11081527175277843
L,420X32,0.11077478944264735,420,178,0.11077478944264735
L,312X256,-0.11076145703553865,312,178,0.11076145703553865
M,400X144,-0.11075885170089937,400,128,0.11075885170089937
N,312X54,0.11069738678951059,312,266,0.11069738678951059
N,344X261,-0.1106895604602674,344,266,0.1106895604602674
O,360X605,0.11068284913745749,360,86,0.11068284913745749
N,311X67,0.11066829379787156,311,266,0.11066829379787156
O,750X1083,-0.11062819430898026,750,86,0.11062819430898026
L,312X768,0.11062309687732295,312,178,0.11062309687732295
M,360X466,0.11061985591362393,360,128,0.11061985591362393
N,310X161,-0.1105756646389626,310,266,0.1105756646389626
N,312X435,0.11055275320364254,312,266,0.11055275320364254
M,312X560,0.11053921844930589,312,128,0.11053921844930589
L,330X604,0.11053418227928782,330,178,0.11053418227928782
M,330X544,-0.1105143367832714,330,128,0.1105143367832714
O,311X18,-0.11051282524836224,311,86,0.11051282524836224
L,330X498,-0.11043837831398681,330,178,0.11043837831398681
M,750X1146,-0.11043432223873224,750,128,0.11043432223873224
M,311X142,0.11043279242005716,311,128,0.11043279242005716
M,360X69,0.11043155525689677,360,128,0.11043155525689677
M,311X11,0.11041661295411766,311,128,0.11041661295411766
N,310X168,-0.11040495886036965,310,266,0.11040495886036965
L,400X89,-0.11038260536783623,400,178,0.11038260536783623
O,360X47,-0.11037982326942566,360,86,0.11037982326942566
N,310X169,-0.11037561840226214,310,266,0.11037561840226214
M,520X91,-0.11036083850913159,520,128,0.11036083850913159
L,312X174,0.11034838862050327,312,178,0.11034838862050327
M,360X1297,0.11031382508514648,360,128,0.11031382508514648
N,330X221,0.11029579630929331,330,266,0.11029579630929331
N,311X74,0.11028268301700717,311,266,0.11028268301700717
O,ERROR:#N/A_24,0.11028133601668505,UNKNOWN,86,0.11028133601668505
M,520X312,0.11026188584041872,520,128,0.11026188584041872
O,330X601,-0.1102213163481005,330,86,0.1102213163481005
O,400X56,-0.11017028303880168,400,86,0.11017028303880168
L,330X1030,0.11016917270975976,330,178,0.11016917270975976
N,400X228,0.11016539861321673,400,266,0.11016539861321673
O,420X13,-0.11014873859311555,420,86,0.11014873859311555
L,360X582,0.11013299913978365,360,178,0.11013299913978365
M,312X349,0.11013187745383829,312,128,0.11013187745383829
M,220X130,0.11011283579729989,220,128,0.11011283579729989
L,312X352,0.11010742480825984,312,178,0.11010742480825984
M,340X197,-0.1100933581856805,340,128,0.1100933581856805
O,344X234,-0.11006519172184012,344,86,0.11006519172184012
M,312X281,0.11006414034814155,312,128,0.11006414034814155
O,750X554,0.11005334175877177,750,86,0.11005334175877177
L,220X168,-0.11005213805582709,220,178,0.11005213805582709
L,330X63,0.10997018466167581,330,178,0.10997018466167581
M,400X201,-0.10995498647374588,400,128,0.10995498647374588
N,330X555,0.10994492322317134,330,266,0.10994492322317134
M,220X4,-0.10993394903772417,220,128,0.10993394903772417
O,311X106,-0.10992273791380508,311,86,0.10992273791380508
J,312X118,0.10981245501724661,312,142,0.10981245501724661
O,330X325,0.1097953788684203,330,86,0.1097953788684203
J,520X87,0.10979107193756989,520,142,0.10979107193756989
L,312X554,0.1097831768899341,312,178,0.1097831768899341
N,311X55,-0.10978083941313053,311,266,0.10978083941313053
J,312X244,0.10975699137089023,312,142,0.10975699137089023
N,400X210,0.10969801020803668,400,266,0.10969801020803668
L,400X87,-0.10967771164405946,400,178,0.10967771164405946
O,420X152,-0.10958891675488013,420,86,0.10958891675488013
M,312X716,-0.10956201850518348,312,128,0.10956201850518348
L,750X263,-0.10954779474013848,750,178,0.10954779474013848
L,400X122,0.10952514496783289,400,178,0.10952514496783289
N,344X165,0.10951762526571872,344,266,0.10951762526571872
L,420X92,0.10950816603138104,420,178,0.10950816603138104
M,330X1201,0.10945580195656023,330,128,0.10945580195656023
L,330X66,0.10944237567820732,330,178,0.10944237567820732
M,311X116,-0.10940726899798381,311,128,0.10940726899798381
N,312X353,-0.10937418179494512,312,266,0.10937418179494512
N,300X7,-0.10936830055002787,300,266,0.10936830055002787
M,520X389,0.10936166553993837,520,128,0.10936166553993837
M,312X640,-0.10931465717183916,312,128,0.10931465717183916
N,311X21,0.10929878180532958,311,266,0.10929878180532958
L,210X219,-0.10929373148201338,210,178,0.10929373148201338
L,330X1133,-0.10926146539244147,330,178,0.10926146539244147
L,330X1130,-0.10924316410494758,330,178,0.10924316410494758
L,330X1127,-0.10923706744303245,330,178,0.10923706744303245
M,312X475,0.10922091441331684,312,128,0.10922091441331684
M,330X1205,0.10917028295133878,330,128,0.10917028295133878
L,312X130,0.10916678171513601,312,178,0.10916678171513601
L,330X1032,0.10915727915879385,330,178,0.10915727915879385
J,312X8,-0.10903208476300741,312,142,0.10903208476300741
N,340X4,-0.10900659601033538,340,266,0.10900659601033538
O,311X189,-0.1090045647825508,311,86,0.1090045647825508
O,210X226,0.10899615834597998,210,86,0.10899615834597998
M,520X51,-0.10895993429484864,520,128,0.10895993429484864
M,360X1305,0.10894806650040703,360,128,0.10894806650040703
M,400X76,-0.10890282202208182,400,128,0.10890282202208182
M,311X211,-0.10883480315559771,311,128,0.10883480315559771
M,311X32,0.1088068980541673,311,128,0.1088068980541673
L,750X661,-0.10877429347358603,750,178,0.10877429347358603
L,330X236,0.10874081391970253,330,178,0.10874081391970253
M,311X135,-0.1087339001050834,311,128,0.1087339001050834
J,420X228,-0.10871157553156088,420,142,0.10871157553156088
J,520X243,-0.10869755972127121,520,142,0.10869755972127121
O,400X38,0.10869021881970294,400,86,0.10869021881970294
O,310X169,-0.10866483350127645,310,86,0.10866483350127645
M,330X788,-0.10857716970472213,330,128,0.10857716970472213
J,420X140,-0.1085695197190252,420,142,0.1085695197190252
M,400X204,0.10854957663098627,400,128,0.10854957663098627
O,340X194,0.10853794941042957,340,86,0.10853794941042957
N,330X328,0.10852480699902141,330,266,0.10852480699902141
N,312X28,-0.10852476030232451,312,266,0.10852476030232451
O,312X388,0.10845359908938815,312,86,0.10845359908938815
L,330X719,0.1084532485619265,330,178,0.1084532485619265
N,330X323,0.10843296307311645,330,266,0.10843296307311645
J,360X1072,0.10842315207351898,360,142,0.10842315207351898
L,344X137,-0.10841409026612922,344,178,0.10841409026612922
L,400X15,-0.10836759575192953,400,178,0.10836759575192953
L,420X103,-0.10834945777674211,420,178,0.10834945777674211
J,420X212,-0.1083230924915918,420,142,0.1083230924915918
L,330X729,0.1083155786769598,330,178,0.1083155786769598
M,312X21,0.1082902020667929,312,128,0.1082902020667929
J,360X47,-0.10829005523013627,360,142,0.10829005523013627
O,312X783,-0.10824744618289228,312,86,0.10824744618289228
L,330X828,0.10823475375488117,330,178,0.10823475375488117
M,312X46,0.10820524104933996,312,128,0.10820524104933996
L,330X749,-0.1081981916926373,330,178,0.1081981916926373
N,330X116,0.10817968341905253,330,266,0.10817968341905253
J,220X193,0.10817177203333112,220,142,0.10817177203333112
J,520X242,-0.10809986160620766,520,142,0.10809986160620766
L,300X7,-0.10805164765403209,300,178,0.10805164765403209
L,210X118,0.10803419229577568,210,178,0.10803419229577568
N,311X135,0.1080235125640387,311,266,0.1080235125640387
L,312X33,-0.10801554581687862,312,178,0.10801554581687862
J,340X101,0.10800037633288424,340,142,0.10800037633288424
L,330X759,-0.10799283972893753,330,178,0.10799283972893753
J,312X335,-0.1079765086814591,312,142,0.1079765086814591
O,344X20,0.10797061432005416,344,86,0.10797061432005416
L,330X256,0.10796053100653563,330,178,0.10796053100653563
M,312X2,0.10791710952541764,312,128,0.10791710952541764
O,440AX134,-0.10785079793416112,UNKNOWN,86,0.10785079793416112
L,330X858,-0.10781527920775504,330,178,0.10781527920775504
O,210X65,-0.1077503733694643,210,86,0.1077503733694643
M,220X126,0.1077377214528711,220,128,0.1077377214528711
L,330X1194,0.10773173429917818,330,178,0.10773173429917818
M,520X83,0.10770265101662131,520,128,0.10770265101662131
L,311X24,0.10770014536277246,311,178,0.10770014536277246
N,400X208,0.10769363848664212,400,266,0.10769363848664212
N,360X785,0.10769229587947737,360,266,0.10769229587947737
J,330X963,0.10766588290318126,330,142,0.10766588290318126
N,400X212,0.10763412901774493,400,266,0.10763412901774493
M,311X206,0.1076131879392266,311,128,0.1076131879392266
N,ERROR:#N/A_15,0.10758900152418328,UNKNOWN,266,0.10758900152418328
L,311X194,-0.10756818509736266,311,178,0.10756818509736266
M,330X1187,0.10754588228419112,330,128,0.10754588228419112
L,330X246,0.10752338953544403,330,178,0.10752338953544403
O,311X58,0.10752257904484766,311,86,0.10752257904484766
L,330X105,-0.10748425032244681,330,178,0.10748425032244681
L,330X112,-0.10737446354657117,330,178,0.10737446354657117
O,420X202,0.10736580884387811,420,86,0.10736580884387811
N,312X518,-0.10735954511282077,312,266,0.10735954511282077
L,220X142,0.10735615228958087,220,178,0.10735615228958087
O,420X141,0.10735544359600811,420,86,0.10735544359600811
M,330X368,-0.10732172992202907,330,128,0.10732172992202907
N,311X72,0.10724893946302282,311,266,0.10724893946302282
L,400X86,-0.10720950407901572,400,178,0.10720950407901572
J,330X622,0.1072084234105954,330,142,0.1072084234105954
O,220X192,-0.10720295151896506,220,86,0.10720295151896506
O,440AX124,0.10719918436184761,UNKNOWN,86,0.10719918436184761
J,330X425,0.10719197459270591,330,142,0.10719197459270591
L,330X1203,0.10717638958344815,330,178,0.10717638958344815
O,330X323,-0.10717393571098921,330,86,0.10717393571098921
J,330X555,-0.10714912469717411,330,142,0.10714912469717411
N,520X13,0.10713017622959733,520,266,0.10713017622959733
L,520X399,-0.107111509441944,520,178,0.107111509441944
N,750X285,0.10709293207295892,750,266,0.10709293207295892
M,312X100,0.10705756075430763,312,128,0.10705756075430763
M,420X158,-0.10702798448014433,420,128,0.10702798448014433
N,312X198,0.10700324089661088,312,266,0.10700324089661088
M,750X274,-0.10699151663381484,750,128,0.10699151663381484
L,330X585,0.10699137990705869,330,178,0.10699137990705869
L,330X616,-0.10698213210299623,330,178,0.10698213210299623
J,311X209,0.10687483150916774,311,142,0.10687483150916774
N,311X65,0.10687261970999934,311,266,0.10687261970999934
M,330X31,-0.10686937935987031,330,128,0.10686937935987031
M,344X55,-0.1067969885924389,344,128,0.1067969885924389
L,330X1212,0.10678606167763953,330,178,0.10678606167763953
M,210X45,-0.10677344989157958,210,128,0.10677344989157958
N,330X109,0.10669458537910353,330,266,0.10669458537910353
J,750X573,0.10668090754359354,750,142,0.10668090754359354
M,312X186,0.10666839613518507,312,128,0.10666839613518507
O,312X186,0.10666839613518507,312,86,0.10666839613518507
M,400X92,0.10664945619533274,400,128,0.10664945619533274
N,312X291,-0.10660207725157791,312,266,0.10660207725157791
O,420X100,-0.10658518712816702,420,86,0.10658518712816702
M,420X118,-0.106533025024333,420,128,0.106533025024333
M,520X388,0.10652103106511089,520,128,0.10652103106511089
N,310X8,0.10647412378527855,310,266,0.10647412378527855
L,312X38,0.10646819191044984,312,178,0.10646819191044984
M,520X81,0.10646419912142385,520,128,0.10646419912142385
N,312X350,-0.10646220431869277,312,266,0.10646220431869277
N,400X141,-0.1064546689693994,400,266,0.1064546689693994
M,312X350,0.10639779746449443,312,128,0.10639779746449443
J,ERROR:#N/A_6,-0.10636478759698642,UNKNOWN,142,0.10636478759698642
L,340X61,-0.10635542168295439,340,178,0.10635542168295439
N,360X488,-0.10634720792989692,360,266,0.10634720792989692
M,750X582,0.10634023786704375,750,128,0.10634023786704375
L,750X659,-0.10633853383042102,750,178,0.10633853383042102
J,330X611,-0.10632949841328727,330,142,0.10632949841328727
N,312X66,0.1063165504771533,312,266,0.1063165504771533
N,311X61,0.10629293512182976,311,266,0.10629293512182976
M,344X71,-0.10627973317502797,344,128,0.10627973317502797
J,312X465,-0.10627278064924825,312,142,0.10627278064924825
N,344X226,0.10626286285817424,344,266,0.10626286285817424
L,311X204,0.10623621926944395,311,178,0.10623621926944395
O,312X777,-0.10622256309883871,312,86,0.10622256309883871
N,330X1166,-0.10621855755197661,330,266,0.10621855755197661
M,344X73,-0.1062124912632461,344,128,0.1062124912632461
O,360X595,0.10620686248156594,360,86,0.10620686248156594
O,420X1,-0.10619646728907757,420,86,0.10619646728907757
J,520X297,-0.10616619029021113,520,142,0.10616619029021113
L,330X1201,0.10615876751379927,330,178,0.10615876751379927
N,520X28,0.1061428240075438,520,266,0.1061428240075438
N,344X259,-0.10614075685994646,344,266,0.10614075685994646
L,400X88,-0.1061268999769649,400,178,0.1061268999769649
L,330X188,0.10608302546166185,330,178,0.10608302546166185
L,400X160,-0.10606405264295096,400,178,0.10606405264295096
M,312X189,-0.1060563023118235,312,128,0.1060563023118235
N,330X201,0.1060189662456781,330,266,0.1060189662456781
N,330X550,0.10600088801616665,330,266,0.10600088801616665
O,750X1297,0.105996520244536,750,86,0.105996520244536
J,360X1190,0.10594319308192458,360,142,0.10594319308192458
M,312X58,-0.10593990243669438,312,128,0.10593990243669438
N,311X75,0.10592177760986006,311,266,0.10592177760986006
L,360X1337,-0.10589002673055284,360,178,0.10589002673055284
J,312X424,0.10587925390124577,312,142,0.10587925390124577
N,311X66,0.10587513101497953,311,266,0.10587513101497953
O,310X20,0.10583453783287901,310,86,0.10583453783287901
O,750X521,-0.10582586472111769,750,86,0.10582586472111769
M,330X51,0.10581614261912776,330,128,0.10581614261912776
O,420X15,-0.10579425881836615,420,86,0.10579425881836615
J,360X176,0.10578823688289272,360,142,0.10578823688289272
M,360X1039,0.10578247676025145,360,128,0.10578247676025145
M,400X228,-0.10577869967874472,400,128,0.10577869967874472
N,311X56,-0.10575701938859924,311,266,0.10575701938859924
O,750X1212,-0.10575598762227584,750,86,0.10575598762227584
L,400X35,-0.10573668608897754,400,178,0.10573668608897754
N,330X313,0.10571506685665992,330,266,0.10571506685665992
M,310X44,0.10569263203736409,310,128,0.10569263203736409
L,330X573,0.1056228284843977,330,178,0.1056228284843977
L,420X78,0.10559282174904965,420,178,0.10559282174904965
J,ERROR:#N/A_1 (#2),-0.10559091156627556,UNKNOWN,142,0.10559091156627556
L,312X240,-0.10558116213722503,312,178,0.10558116213722503
M,344X53,-0.10549524914355464,344,128,0.10549524914355464
N,360X829,-0.1054929362950047,360,266,0.1054929362950047
M,400X81,-0.10546787524298096,400,128,0.10546787524298096
L,330X393,0.10542353214945478,330,178,0.10542353214945478
L,520X32,-0.10537553817596274,520,178,0.10537553817596274
N,311X62,0.10537350416933534,311,266,0.10537350416933534
O,400X148,0.10535049663321164,400,86,0.10535049663321164
M,330X1042,-0.1053424802238602,330,128,0.1053424802238602
O,220X189,-0.10533832867124598,220,86,0.10533832867124598
M,312X672,-0.10531808440492658,312,128,0.10531808440492658
N,210X23,-0.10529592692106286,210,266,0.10529592692106286
O,311X147,-0.10526463334409378,311,86,0.10526463334409378
L,310X4,-0.10522985267061809,310,178,0.10522985267061809
N,311X59,-0.10521718637936212,311,266,0.10521718637936212
N,311X63,0.10520641698661502,311,266,0.10520641698661502
M,330X569,0.1051954717372881,330,128,0.1051954717372881
J,330X943,0.1051374595353781,330,142,0.1051374595353781
N,520X400,0.10510461442210213,520,266,0.10510461442210213
O,310X29,-0.10510211482126916,310,86,0.10510211482126916
N,360X796,0.10507237523406639,360,266,0.10507237523406639
M,330X1053,0.10506898509394504,330,128,0.10506898509394504
M,312X438,-0.10506533848927957,312,128,0.10506533848927957
L,312X136,0.10506044206871691,312,178,0.10506044206871691
O,311X208,0.105037856255882,311,86,0.105037856255882
M,310X97,0.10501251236037658,310,128,0.10501251236037658
N,750X475,0.10497573953913437,750,266,0.10497573953913437
L,750X23,-0.104963464602772,750,178,0.104963464602772
N,210X215,-0.10489787345184552,210,266,0.10489787345184552
J,312X163,-0.1048807607297243,312,142,0.1048807607297243
J,520X320,-0.10488053518992749,520,142,0.10488053518992749
J,220X172,-0.10487439850615798,220,142,0.10487439850615798
N,520X73,0.10484417785327063,520,266,0.10484417785327063
L,300X14,-0.10482093257711436,300,178,0.10482093257711436
L,330X420,0.10481957407072692,330,178,0.10481957407072692
N,210X213,-0.10481778484389023,210,266,0.10481778484389023
N,520X66,0.10481258144976445,520,266,0.10481258144976445
O,330X169,-0.10478840493167262,330,86,0.10478840493167262
O,750X3,0.1047766534167371,750,86,0.1047766534167371
N,750X329,-0.10476090338622583,750,266,0.10476090338622583
O,311X74,-0.10476038196767526,311,86,0.10476038196767526
O,311X76,-0.10475657794981043,311,86,0.10475657794981043
L,312X215,-0.10474823047268358,312,178,0.10474823047268358
M,520X12,0.10472239739556563,520,128,0.10472239739556563
N,312X381,-0.10467443380398489,312,266,0.10467443380398489
N,220X13,0.1046614940138806,220,266,0.1046614940138806
L,750X252,-0.10466010978942375,750,178,0.10466010978942375
L,311X192,-0.10463651809234444,311,178,0.10463651809234444
N,330X315,0.10460039162476911,330,266,0.10460039162476911
L,312X160,0.10458932175858301,312,178,0.10458932175858301
M,312X698,0.10458836174867966,312,128,0.10458836174867966
M,330X1189,0.10456805722187812,330,128,0.10456805722187812
L,360X23,0.10451177935660336,360,178,0.10451177935660336
M,360X541,0.10443449182116668,360,128,0.10443449182116668
N,330X228,0.10442860324650628,330,266,0.10442860324650628
L,330X557,0.10438959142983488,330,178,0.10438959142983488
M,220X15,-0.10436684796627499,220,128,0.10436684796627499
J,344X27,-0.10432844071378547,344,142,0.10432844071378547
O,311X20,0.10430284073168125,311,86,0.10430284073168125
J,344X26,0.10428824860528521,344,142,0.10428824860528521
O,311X72,-0.10428115681666882,311,86,0.10428115681666882
J,210X95,0.10423995173242345,210,142,0.10423995173242345
L,210X86,-0.10415866071787552,210,178,0.10415866071787552
N,344X263,-0.10413994376374053,344,266,0.10413994376374053
O,750X58,0.10411899202371662,750,86,0.10411899202371662
L,312X142,0.10410450871830654,312,178,0.10410450871830654
L,210X132,0.10409738001206889,210,178,0.10409738001206889
N,311X164,-0.10402435285771958,311,266,0.10402435285771958
J,520X236,-0.10402274819270993,520,142,0.10402274819270993
O,330X276,0.1040091892043298,330,86,0.1040091892043298
N,400X209,0.10399791864057764,400,266,0.10399791864057764
M,311X24,0.10397293848849296,311,128,0.10397293848849296
N,340X175,-0.10397148022853835,340,266,0.10397148022853835
L,300X9,-0.10395116181496615,300,178,0.10395116181496615
J,312X696,0.10390257730728499,312,142,0.10390257730728499
L,750X109,-0.10388540443516868,750,178,0.10388540443516868
L,220X190,0.10387290378934451,220,178,0.10387290378934451
O,310X147,0.10384021954427175,310,86,0.10384021954427175
N,311X60,-0.10382012188399727,311,266,0.10382012188399727
N,330X512,0.10380179758557635,330,266,0.10380179758557635
L,360X296,0.10379558299888676,360,178,0.10379558299888676
N,344X78,0.10378553330366692,344,266,0.10378553330366692
J,360X1116,-0.10375883313122518,360,142,0.10375883313122518
L,210X73,0.10367839805458368,210,178,0.10367839805458368
L,311X193,-0.1036643764436329,311,178,0.1036643764436329
M,210X47,-0.10363171495118231,210,128,0.10363171495118231
J,340X57,0.1036278184984028,340,142,0.1036278184984028
N,750X645,-0.10357405660200242,750,266,0.10357405660200242
J,311X141,-0.10356529566041055,311,142,0.10356529566041055
L,330X410,0.10352801019582433,330,178,0.10352801019582433
M,330X361,-0.10350802723025174,330,128,0.10350802723025174
O,420X151,-0.10345812942267642,420,86,0.10345812942267642
L,311X203,0.10344849270188759,311,178,0.10344849270188759
M,310X178,-0.10342156620291548,310,128,0.10342156620291548
N,360X1146,0.1033910083879652,360,266,0.1033910083879652
J,420X75,0.10337188221891004,420,142,0.10337188221891004
N,312X363,-0.10334901168280122,312,266,0.10334901168280122
L,420X213,0.10332890463828771,420,178,0.10332890463828771
M,360X45,-0.10332075054573495,360,128,0.10332075054573495
L,311X187,0.10331441691488041,311,178,0.10331441691488041
M,340X2,-0.1033075273594123,340,128,0.1033075273594123
J,311X8,-0.10330691315631964,311,142,0.10330691315631964
L,311X131,0.10327530412388203,311,178,0.10327530412388203
J,312X377,-0.10324399910000931,312,142,0.10324399910000931
N,312X561,-0.10323273817531559,312,266,0.10323273817531559
O,311X104,-0.10321601268087115,311,86,0.10321601268087115
L,330X1205,0.1032119598134868,330,178,0.1032119598134868
M,312X266,-0.10318043159392484,312,128,0.10318043159392484
J,344X186,-0.10317030071567838,344,142,0.10317030071567838
L,360X1138,-0.10314264165295983,360,178,0.10314264165295983
N,400X22,-0.10313383388349948,400,266,0.10313383388349948
M,311X147,0.10312712879556489,311,128,0.10312712879556489
O,312X778,-0.10311484454118798,312,86,0.10311484454118798
M,400X72,-0.10309144379243872,400,128,0.10309144379243872
L,330X261,0.10308703120472859,330,178,0.10308703120472859
M,400X215,0.10308520857307461,400,128,0.10308520857307461
L,312X214,0.10306237748231512,312,178,0.10306237748231512
J,340X49,0.10305913199098493,340,142,0.10305913199098493
M,330X618,-0.10305776053990359,330,128,0.10305776053990359
L,310X130,0.10302616477498328,310,178,0.10302616477498328
O,311X212,0.10300580362964534,311,86,0.10300580362964534
M,312X351,0.10298979308748218,312,128,0.10298979308748218
N,750X133,0.10298688804666582,750,266,0.10298688804666582
L,210X142,-0.10294588810336044,210,178,0.10294588810336044
O,330X286,0.10289257303535364,330,86,0.10289257303535364
L,310X11,-0.10284144586512532,310,178,0.10284144586512532
L,220X194,0.1028289970365317,220,178,0.1028289970365317
M,330X278,0.10282085113248907,330,128,0.10282085113248907
N,520X43,0.10280567690364356,520,266,0.10280567690364356
M,400X196,-0.1027459238135516,400,128,0.1027459238135516
N,400X132,0.10273851506279501,400,266,0.10273851506279501
L,400X38,-0.10273534948654774,400,178,0.10273534948654774
O,312X233,-0.10270172248511206,312,86,0.10270172248511206
M,400X100,0.10268947460756274,400,128,0.10268947460756274
M,344X1,0.10266427046328166,344,128,0.10266427046328166
M,220X114,-0.10265791412508118,220,128,0.10265791412508118
L,400X159,-0.10265790703756872,400,178,0.10265790703756872
N,360X659,0.10265753353341873,360,266,0.10265753353341873
L,344X99,-0.10264727464716666,344,178,0.10264727464716666
N,312X555,-0.10264195718107594,312,266,0.10264195718107594
L,220X184,0.10258974989889899,220,178,0.10258974989889899
N,300X1,-0.1025841502550933,300,266,0.1025841502550933
L,312X358,0.10257892513390357,312,178,0.10257892513390357
J,330X548,0.10256693121923416,330,142,0.10256693121923416
M,420X15,0.10256318464874217,420,128,0.10256318464874217
M,520X63,-0.10253388523260834,520,128,0.10253388523260834
J,344X257,0.10244987966294043,344,142,0.10244987966294043
M,400X75,-0.10243405087143136,400,128,0.10243405087143136
L,220X217,-0.10240922416478358,220,178,0.10240922416478358
N,330X996,0.10240788131988891,330,266,0.10240788131988891
L,311X205,0.10237837564921913,311,178,0.10237837564921913
O,312X341,0.10235062907532816,312,86,0.10235062907532816
O,344X94,0.10234437144619936,344,86,0.10234437144619936
L,210X148,0.10232700576192696,210,178,0.10232700576192696
O,330X313,-0.10232120974225006,330,86,0.10232120974225006
N,312X358,-0.10231178349485853,312,266,0.10231178349485853
M,400X193,-0.10230284154292649,400,128,0.10230284154292649
L,311X190,0.10227260478302087,311,178,0.10227260478302087
N,330X889,-0.10226911593213704,330,266,0.10226911593213704
N,330X878,-0.10226877334619335,330,266,0.10226877334619335
N,312X673,0.10224832588685434,312,266,0.10224832588685434
N,330X407,0.1022408748189654,330,266,0.1022408748189654
L,750X1278,-0.1022309285171285,750,178,0.1022309285171285
M,210X173,0.10223037643799311,210,128,0.10223037643799311
O,420X70,0.10221006186554778,420,86,0.10221006186554778
N,360X109,0.10215155524219542,360,266,0.10215155524219542
M,400X77,-0.10213113302737925,400,128,0.10213113302737925
N,340X177,-0.10212901944683551,340,266,0.10212901944683551
N,344X83,0.10209369716605345,344,266,0.10209369716605345
N,520X38,0.10209263397703366,520,266,0.10209263397703366
L,311X207,0.10206856949015604,311,178,0.10206856949015604
M,310X12,0.10206257806925802,310,128,0.10206257806925802
M,520X68,0.10205566229201542,520,128,0.10205566229201542
M,312X477,0.10202538547489434,312,128,0.10202538547489434
L,330X291,0.10197546997716903,330,178,0.10197546997716903
O,440AX145,0.10197251963803025,UNKNOWN,86,0.10197251963803025
N,312X63,0.1019592196932049,312,266,0.1019592196932049
O,330X266,0.10195742796842007,330,86,0.10195742796842007
M,750X241,-0.10193139740207044,750,128,0.10193139740207044
O,750X219,0.10192523061362421,750,86,0.10192523061362421
L,310X6,-0.10179096738789305,310,178,0.10179096738789305
N,344X77,0.10177120795371591,344,266,0.10177120795371591
L,330X630,-0.10172320368606529,330,178,0.10172320368606529
N,312X583,0.10169665666905045,312,266,0.10169665666905045
L,311X191,0.10169132855527643,311,178,0.10169132855527643
L,330X611,0.10168263470714577,330,178,0.10168263470714577
N,312X464,0.10168131050281724,312,266,0.10168131050281724
N,312X458,0.10167756147619551,312,266,0.10167756147619551
N,312X577,0.10167229338971089,312,266,0.10167229338971089
N,312X469,0.10167200551025138,312,266,0.10167200551025138
N,312X578,0.10166523952984839,312,266,0.10166523952984839
N,312X511,0.10166490440849259,312,266,0.10166490440849259
N,312X457,0.10166490440849153,312,266,0.10166490440849153
N,312X463,0.1016577058620133,312,266,0.1016577058620133
M,210X49,-0.10165753991535227,210,128,0.10165753991535227
N,312X585,0.10165538381474908,312,266,0.10165538381474908
N,312X470,0.10165399670456905,312,266,0.10165399670456905
N,312X579,0.10164025573634056,312,266,0.10164025573634056
N,312X584,0.10163069182966022,312,266,0.10163069182966022
N,312X667,0.10160930478997698,312,266,0.10160930478997698
O,330X508,-0.10156775853723242,330,86,0.10156775853723242
J,220X107,0.1015478033133223,220,142,0.1015478033133223
O,220X218,-0.101530580207214,220,86,0.101530580207214
L,310X30,-0.10152700146457724,310,178,0.10152700146457724
O,420X67,0.1015199023709638,420,86,0.1015199023709638
L,310X160,-0.10143733203138568,310,178,0.10143733203138568
N,330X1013,0.1014043045302395,330,266,0.1014043045302395
L,220X8,-0.10136825682730972,220,178,0.10136825682730972
L,400X215,-0.101350031460326,400,178,0.101350031460326
J,420X208,-0.10133865132553972,420,142,0.10133865132553972
N,360X853,-0.10132934988463267,360,266,0.10132934988463267
M,330X576,0.10132791292078426,330,128,0.10132791292078426
N,312X679,0.10128525810971802,312,266,0.10128525810971802
N,340X183,0.10128316233160298,340,266,0.10128316233160298
L,330X628,-0.10128232379956997,330,178,0.10128232379956997
J,210X107,0.101270390437218,210,142,0.101270390437218
N,330X172,0.10124555616180772,330,266,0.10124555616180772
