feature,operation,feature_type,unit,physical_interpretation,interpretation_limit
raw__750X1212,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__330__zero_rate,330,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X94,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__440A__std_z,440A,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__312__min_z,312,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__520__zero_rate,520,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__420X197,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X177,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__312X169,312,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__312X478,312,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__340__max_z,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X162,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X179,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__220__std_z,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
cat__Chamber ID_3,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
time__400__start_day,400,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
proc__360__zero_rate,360,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X58,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__344__q25_z,344,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X95,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X77,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X194,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X134,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X132,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__312__std_z,312,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__400__q25_z,400,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__750__q75_z,750,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__210X66,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X286,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__330__max_z,330,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__360__q25_z,360,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X109,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__360__median_z,360,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__520X67,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__220__max_z,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__750X1267,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X671,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__340__range_z,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__210X136,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__312__range_z,312,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__210X33,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__310__q75_z,310,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__400X5,400,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__330__median_day,330,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__311X112,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X207,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__340X59,340,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X85,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X1006,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X150,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X93,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__340__q25_z,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X200,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X206,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X143,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X30,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X113,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__310__span_min,310,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__311X117,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X154,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__400__zero_rate,400,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__330X189,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X118,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X343,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__310__end_day,310,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
time__400__end_day,400,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__311X209,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__400__outlier_rate,400,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__520__min_z,520,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__520X112,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X169,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X63,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X133,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X66,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X147,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X47,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X611,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__330__range_z,330,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__360X1245,360,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__310__max_z,310,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__330X1191,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X88,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X111,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X203,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X125,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__360__max_z,360,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X128,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__440A__q25_z,440A,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
time__210__span_min,210,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__210X58,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__520__end_day,520,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
proc__220__median_z,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__210X139,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__311__valid_rate,311,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
proc__340__min_z,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__420X87,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__312__max_z,312,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__750X230,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X136,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X425,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__340__std_z,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__420X68,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X30,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X192,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__220__q25_z,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__420X74,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X94,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__750__q25_z,750,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
time__360__median_day,360,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__330X950,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X102,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
route__330_to_360__gap_hours,330_to_360,跨工序时间,小时或0/1,相邻工序等待时间或并行重叠状态,工序先后关系按编号排序，需要业务确认
raw__330X157,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X1190,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__360X1305,360,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X204,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X1034,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X112,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__310__zero_rate,310,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
time__400__valid_rate,400,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
proc__310__outlier_rate,310,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__520X43,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X403,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X167,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X74,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__360__start_day,360,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__Chamber_1.0,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__310X30,310,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X176,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Chamber ID_2,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__311X12,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X212,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__310__median_z,310,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X115,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__750__zero_rate,750,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__311__missing_rate,311,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__420X69,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X1,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X56,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X10,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X12,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X20,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X24,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X261,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Chamber_4.0,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__420X201,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X1364,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__360X34,360,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X89,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X91,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X62,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X190,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X32,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__300__missing_rate,300,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X223,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__520__median_z,520,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__210X23,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X1,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X36,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X115,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X186,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X191,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__340X124,340,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X22,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X65,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X83,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X1177,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X198,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X114,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__300__valid_rate,300,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
proc__420__outlier_rate,420,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X208,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X96,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X13,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X1146,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X49,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X134,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__520__outlier_rate,520,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__330X119,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Chamber_2.0,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__750X1305,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X183,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__Chamber_3.0,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__ERROR:#N/A_18,META,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__420X138,420,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X130,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X129,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__311__median_day,311,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
cat__Chamber_5.0,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__520X106,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__400__missing_rate,400,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
time__360__end_day,360,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
raw__311X119,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__750X1356,750,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__210X76,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X169,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X81,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
cat__TOOL (#1)_V,META,设备/工艺类别,类别指示,机台、腔体或工艺路线身份,匿名类别不表示性能高低
raw__210X28,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X100,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__520X129,520,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__330X694,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
proc__220__outlier_rate,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
raw__311X142,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X104,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X134,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X106,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
