feature,position,operation,status,missing_rate,zero_rate,n_unique,timestamp_ratio
360X576,3336,360,removed_duplicate,0.0,0.0,644,0.0
360X577,3337,360,removed_duplicate,0.0,0.0,644,0.0
360X579,3338,360,removed_duplicate,0.0,0.0,644,0.0
360X580,3339,360,removed_duplicate,0.0,0.0,644,0.0
360X581,3340,360,removed_duplicate,0.0,0.0,4,0.0
360X582,3341,360,kept_numeric,0.0,0.0,354,0.0
360X584,3342,360,kept_numeric,0.0,0.0,663,0.0
360X585,3343,360,removed_duplicate,0.0,0.0,663,0.0
360X587,3344,360,removed_duplicate,0.0,0.0,663,0.0
360X588,3345,360,removed_duplicate,0.0,0.0,663,0.0
360X590,3346,360,removed_duplicate,0.0,0.0,663,0.0
360X591,3347,360,removed_duplicate,0.0,0.0,663,0.0
360X592,3348,360,removed_duplicate,0.0,0.0,354,0.0
360X593,3349,360,removed_duplicate,0.0,0.0,354,0.0
360X595,3350,360,kept_numeric,0.0,0.0,650,0.0
360X597,3351,360,removed_duplicate,0.0,0.0,650,0.0
360X598,3352,360,removed_duplicate,0.0,0.0,650,0.0
360X600,3353,360,removed_duplicate,0.0,0.0,650,0.0
360X601,3354,360,removed_duplicate,0.0,0.0,650,0.0
360X602,3355,360,removed_duplicate,0.0,0.0,354,0.0
360X603,3356,360,removed_duplicate,0.0,0.0,354,0.0
360X605,3357,360,kept_numeric,0.0,0.0,658,0.0
360X607,3358,360,removed_duplicate,0.0,0.0,658,0.0
360X609,3359,360,removed_duplicate,0.0,0.0,658,0.0
360X610,3360,360,removed_duplicate,0.0,0.0,354,0.0
360X611,3361,360,kept_numeric,0.0,0.0,71,0.0
360X613,3362,360,kept_numeric,0.0,0.0,646,0.0
360X615,3363,360,removed_duplicate,0.0,0.0,646,0.0
360X617,3364,360,removed_duplicate,0.0,0.0,646,0.0
360X618,3365,360,removed_duplicate,0.0,0.0,71,0.0
360X619,3366,360,removed_duplicate,0.0,0.0,71,0.0
360X621,3367,360,kept_numeric,0.0,0.0,661,0.0
360X623,3368,360,removed_duplicate,0.0,0.0,661,0.0
360X625,3369,360,removed_duplicate,0.0,0.0,661,0.0
360X626,3370,360,removed_duplicate,0.0,0.0,71,0.0
360X627,3371,360,removed_duplicate,0.0,0.0,71,0.0
360X629,3372,360,kept_numeric,0.0,0.0,661,0.0
360X631,3373,360,removed_duplicate,0.0,0.0,661,0.0
360X633,3374,360,removed_duplicate,0.0,0.0,661,0.0
360X634,3375,360,removed_duplicate,0.0,0.0,71,0.0
360X635,3376,360,kept_numeric,0.0,0.0,282,0.0
360X637,3377,360,kept_numeric,0.0,0.0,668,0.0
360X639,3378,360,removed_duplicate,0.0,0.0,668,0.0
360X641,3379,360,removed_duplicate,0.0,0.0,668,0.0
360X642,3380,360,removed_duplicate,0.0,0.0,282,0.0
360X643,3381,360,removed_duplicate,0.0,0.0,282,0.0
360X645,3382,360,kept_numeric,0.0,0.0,684,0.0
360X647,3383,360,removed_duplicate,0.0,0.0,684,0.0
360X649,3384,360,removed_duplicate,0.0,0.0,684,0.0
360X650,3385,360,removed_duplicate,0.0,0.0,282,0.0
360X651,3386,360,removed_duplicate,0.0,0.0,282,0.0
360X653,3387,360,kept_numeric,0.0,0.0,685,0.0
360X655,3388,360,removed_duplicate,0.0,0.0,685,0.0
360X657,3389,360,removed_duplicate,0.0,0.0,685,0.0
360X658,3390,360,removed_duplicate,0.0,0.0,282,0.0
360X659,3391,360,kept_numeric,0.0,0.0,165,0.0
360X661,3392,360,kept_numeric,0.0,0.0,658,0.0
360X663,3393,360,removed_duplicate,0.0,0.0,658,0.0
360X665,3394,360,removed_duplicate,0.0,0.0,658,0.0
360X666,3395,360,removed_duplicate,0.0,0.0,165,0.0
360X667,3396,360,removed_duplicate,0.0,0.0,165,0.0
360X669,3397,360,kept_numeric,0.0,0.0,644,0.0
360X671,3398,360,removed_duplicate,0.0,0.0,644,0.0
360X673,3399,360,removed_duplicate,0.0,0.0,644,0.0
360X674,3400,360,removed_duplicate,0.0,0.0,165,0.0
360X675,3401,360,removed_duplicate,0.0,0.0,165,0.0
360X677,3402,360,kept_numeric,0.0,0.0,657,0.0
360X679,3403,360,removed_duplicate,0.0,0.0,657,0.0
360X681,3404,360,removed_duplicate,0.0,0.0,657,0.0
360X682,3405,360,removed_duplicate,0.0,0.0,165,0.0
360X683,3406,360,removed_duplicate,0.0,0.0,461,0.0
360X685,3407,360,kept_numeric,0.0,0.0,630,0.0
360X687,3408,360,removed_duplicate,0.0,0.0,630,0.0
360X689,3409,360,removed_duplicate,0.0,0.0,630,0.0
360X690,3410,360,removed_duplicate,0.0,0.0,461,0.0
360X692,3411,360,removed_constant,0.0,0.0,1,0.0
360X693,3412,360,removed_constant,0.0,0.0,1,0.0
360X694,3413,360,removed_duplicate,0.0,0.0,143,0.0
360X696,3414,360,kept_numeric,0.0,0.905,6,0.0
360X698,3415,360,removed_duplicate,0.0,0.905,6,0.0
360X700,3416,360,removed_duplicate,0.0,0.905,6,0.0
360X701,3417,360,removed_duplicate,0.0,0.0,143,0.0
360X702,3418,360,kept_numeric,0.0,0.0,417,0.0
360X704,3419,360,kept_numeric,0.0,0.3325,9,0.0
360X706,3420,360,removed_duplicate,0.0,0.3325,9,0.0
360X708,3421,360,removed_duplicate,0.0,0.3325,9,0.0
360X709,3422,360,removed_duplicate,0.0,0.0,417,0.0
360X710,3423,360,converted_timestamp,0.0,0.0,28,1.0
360X711,3424,360,removed_duplicate,0.0,0.0,28,1.0
360X712,3425,360,kept_numeric,0.0,0.90625,8,0.0
360X713,3426,360,removed_duplicate,0.0,0.90625,8,0.0
360X714,3427,360,removed_constant,0.0,0.0,1,0.0
360X715,3428,360,removed_constant,0.0,0.0,1,0.0
360X716,3429,360,removed_constant,0.0,0.0,1,0.0
360X717,3430,360,removed_constant,0.0,0.0,1,0.0
360X718,3431,360,removed_constant,0.0,0.0,1,0.0
360X719,3432,360,removed_duplicate,0.0,0.0,5,0.0
360X721,3433,360,removed_duplicate,0.0,0.0,241,0.0
360X722,3434,360,removed_duplicate,0.0,0.0,241,0.0
360X724,3435,360,removed_duplicate,0.0,0.0,241,0.0
360X725,3436,360,removed_duplicate,0.0,0.0,241,0.0
360X727,3437,360,removed_duplicate,0.0,0.0,241,0.0
360X728,3438,360,removed_duplicate,0.0,0.0,241,0.0
360X729,3439,360,removed_duplicate,0.0,0.0,5,0.0
360X730,3440,360,removed_constant,0.0,1.0,1,0.0
360X732,3441,360,removed_duplicate,0.0,0.0,15,0.0
360X733,3442,360,removed_duplicate,0.0,0.0,15,0.0
360X735,3443,360,removed_duplicate,0.0,0.0,15,0.0
360X736,3444,360,removed_duplicate,0.0,0.0,15,0.0
360X738,3445,360,removed_duplicate,0.0,0.0,15,0.0
360X739,3446,360,removed_duplicate,0.0,0.0,15,0.0
360X740,3447,360,removed_constant,0.0,1.0,1,0.0
360X741,3448,360,kept_numeric,0.0,0.0,15,0.0
360X743,3449,360,kept_numeric,0.0,0.0,400,0.0
360X744,3450,360,removed_duplicate,0.0,0.0,400,0.0
360X746,3451,360,removed_duplicate,0.0,0.0,400,0.0
360X747,3452,360,removed_duplicate,0.0,0.0,400,0.0
360X749,3453,360,removed_duplicate,0.0,0.0,400,0.0
360X750,3454,360,removed_duplicate,0.0,0.0,400,0.0
360X751,3455,360,removed_duplicate,0.0,0.0,15,0.0
360X752,3456,360,removed_constant,0.0,1.0,1,0.0
360X754,3457,360,removed_duplicate,0.0,0.0,396,0.0
360X755,3458,360,removed_duplicate,0.0,0.0,396,0.0
360X757,3459,360,removed_duplicate,0.0,0.0,396,0.0
360X758,3460,360,removed_duplicate,0.0,0.0,396,0.0
360X760,3461,360,removed_duplicate,0.0,0.0,396,0.0
360X761,3462,360,removed_duplicate,0.0,0.0,396,0.0
360X762,3463,360,removed_constant,0.0,1.0,1,0.0
360X763,3464,360,kept_numeric,0.0,0.0,144,0.0
360X765,3465,360,kept_numeric,0.0,0.0,437,0.0
360X766,3466,360,removed_duplicate,0.0,0.0,437,0.0
360X768,3467,360,removed_duplicate,0.0,0.0,437,0.0
360X769,3468,360,removed_duplicate,0.0,0.0,437,0.0
360X771,3469,360,removed_duplicate,0.0,0.0,437,0.0
360X772,3470,360,removed_duplicate,0.0,0.0,437,0.0
360X773,3471,360,removed_duplicate,0.0,0.0,144,0.0
360X774,3472,360,removed_duplicate,0.0,0.0,144,0.0
360X776,3473,360,kept_numeric,0.0,0.0,364,0.0
360X777,3474,360,removed_duplicate,0.0,0.0,364,0.0
360X779,3475,360,removed_duplicate,0.0,0.0,364,0.0
360X780,3476,360,removed_duplicate,0.0,0.0,364,0.0
360X782,3477,360,removed_duplicate,0.0,0.0,364,0.0
360X783,3478,360,removed_duplicate,0.0,0.0,364,0.0
360X784,3479,360,removed_duplicate,0.0,0.0,144,0.0
360X785,3480,360,kept_numeric,0.0,0.00375,7,0.0
360X787,3481,360,removed_duplicate,0.0,0.0,417,0.0
360X788,3482,360,removed_duplicate,0.0,0.0,417,0.0
360X790,3483,360,removed_duplicate,0.0,0.0,417,0.0
360X791,3484,360,removed_duplicate,0.0,0.0,417,0.0
360X793,3485,360,removed_duplicate,0.0,0.0,417,0.0
360X794,3486,360,removed_duplicate,0.0,0.0,417,0.0
360X795,3487,360,removed_duplicate,0.0,0.00375,7,0.0
360X796,3488,360,kept_numeric,0.0,0.0,3,0.0
360X798,3489,360,removed_duplicate,0.0,0.0,456,0.0
360X799,3490,360,removed_duplicate,0.0,0.0,456,0.0
360X801,3491,360,removed_duplicate,0.0,0.0,456,0.0
360X802,3492,360,removed_duplicate,0.0,0.0,456,0.0
360X804,3493,360,removed_duplicate,0.0,0.0,456,0.0
360X805,3494,360,removed_duplicate,0.0,0.0,456,0.0
360X806,3495,360,removed_duplicate,0.0,0.0,3,0.0
360X807,3496,360,removed_duplicate,0.0,0.0,3,0.0
360X809,3497,360,removed_duplicate,0.0,0.0,461,0.0
360X810,3498,360,removed_duplicate,0.0,0.0,461,0.0
360X812,3499,360,removed_duplicate,0.0,0.0,461,0.0
360X813,3500,360,removed_duplicate,0.0,0.0,461,0.0
360X815,3501,360,removed_duplicate,0.0,0.0,461,0.0
360X816,3502,360,removed_duplicate,0.0,0.0,461,0.0
360X817,3503,360,removed_duplicate,0.0,0.0,3,0.0
360X818,3504,360,removed_constant,0.0,1.0,1,0.0
360X820,3505,360,removed_duplicate,0.0,0.0,429,0.0
360X821,3506,360,removed_duplicate,0.0,0.0,429,0.0
360X823,3507,360,removed_duplicate,0.0,0.0,429,0.0
360X824,3508,360,removed_duplicate,0.0,0.0,429,0.0
360X826,3509,360,removed_duplicate,0.0,0.0,429,0.0
360X827,3510,360,removed_duplicate,0.0,0.0,429,0.0
360X828,3511,360,removed_constant,0.0,1.0,1,0.0
360X829,3512,360,kept_numeric,0.0,0.0,7,0.0
360X831,3513,360,removed_duplicate,0.0,0.0,382,0.0
360X832,3514,360,removed_duplicate,0.0,0.0,382,0.0
360X834,3515,360,removed_duplicate,0.0,0.0,382,0.0
360X835,3516,360,removed_duplicate,0.0,0.0,382,0.0
360X837,3517,360,removed_duplicate,0.0,0.0,382,0.0
360X838,3518,360,removed_duplicate,0.0,0.0,382,0.0
360X839,3519,360,removed_duplicate,0.0,0.0,7,0.0
360X840,3520,360,removed_duplicate,0.0,0.0,7,0.0
360X842,3521,360,removed_duplicate,0.0,0.0,431,0.0
360X843,3522,360,removed_duplicate,0.0,0.0,431,0.0
360X845,3523,360,removed_duplicate,0.0,0.0,431,0.0
360X846,3524,360,removed_duplicate,0.0,0.0,431,0.0
360X848,3525,360,removed_duplicate,0.0,0.0,431,0.0
360X849,3526,360,removed_duplicate,0.0,0.0,431,0.0
360X850,3527,360,removed_duplicate,0.0,0.0,7,0.0
360X851,3528,360,removed_duplicate,0.0,0.0,15,0.0
360X853,3529,360,kept_numeric,0.0,0.0,73,0.0
360X854,3530,360,removed_duplicate,0.0,0.0,73,0.0
360X856,3531,360,removed_duplicate,0.0,0.0,73,0.0
360X857,3532,360,removed_duplicate,0.0,0.0,73,0.0
360X859,3533,360,removed_duplicate,0.0,0.0,73,0.0
360X860,3534,360,removed_duplicate,0.0,0.0,73,0.0
360X861,3535,360,removed_duplicate,0.0,0.0,15,0.0
360X862,3536,360,removed_constant,0.0,1.0,1,0.0
360X864,3537,360,removed_duplicate,0.0,0.0,81,0.0
360X866,3538,360,removed_duplicate,0.0,0.0,81,0.0
360X867,3539,360,removed_duplicate,0.0,0.0,81,0.0
360X869,3540,360,removed_duplicate,0.0,0.0,81,0.0
360X870,3541,360,removed_duplicate,0.0,0.0,81,0.0
360X871,3542,360,removed_constant,0.0,1.0,1,0.0
360X872,3543,360,removed_duplicate,0.0,0.0,15,0.0
360X874,3544,360,removed_duplicate,0.0,0.0,102,0.0
360X875,3545,360,removed_duplicate,0.0,0.0,102,0.0
360X877,3546,360,removed_duplicate,0.0,0.0,102,0.0
360X878,3547,360,removed_duplicate,0.0,0.0,102,0.0
360X880,3548,360,removed_duplicate,0.0,0.0,102,0.0
360X881,3549,360,removed_duplicate,0.0,0.0,102,0.0
360X882,3550,360,removed_duplicate,0.0,0.0,15,0.0
360X883,3551,360,removed_duplicate,0.0,0.0,144,0.0
360X885,3552,360,kept_numeric,0.0,0.0,84,0.0
360X886,3553,360,removed_duplicate,0.0,0.0,84,0.0
360X888,3554,360,removed_duplicate,0.0,0.0,84,0.0
360X889,3555,360,removed_duplicate,0.0,0.0,84,0.0
360X891,3556,360,removed_duplicate,0.0,0.0,84,0.0
360X892,3557,360,removed_duplicate,0.0,0.0,84,0.0
360X893,3558,360,removed_duplicate,0.0,0.0,144,0.0
360X894,3559,360,removed_duplicate,0.0,0.00375,7,0.0
360X896,3560,360,kept_numeric,0.0,0.0,124,0.0
360X897,3561,360,removed_duplicate,0.0,0.0,124,0.0
360X899,3562,360,removed_duplicate,0.0,0.0,124,0.0
360X900,3563,360,removed_duplicate,0.0,0.0,124,0.0
360X902,3564,360,removed_duplicate,0.0,0.0,124,0.0
360X903,3565,360,removed_duplicate,0.0,0.0,124,0.0
360X904,3566,360,removed_duplicate,0.0,0.00375,7,0.0
360X905,3567,360,removed_duplicate,0.0,0.00375,7,0.0
360X907,3568,360,removed_duplicate,0.0,0.0,143,0.0
360X908,3569,360,removed_duplicate,0.0,0.0,143,0.0
360X910,3570,360,removed_duplicate,0.0,0.0,143,0.0
360X911,3571,360,removed_duplicate,0.0,0.0,143,0.0
360X913,3572,360,removed_duplicate,0.0,0.0,143,0.0
360X914,3573,360,removed_duplicate,0.0,0.0,143,0.0
360X915,3574,360,removed_duplicate,0.0,0.00375,7,0.0
360X916,3575,360,removed_duplicate,0.0,0.0,3,0.0
360X918,3576,360,removed_duplicate,0.0,0.0,165,0.0
360X919,3577,360,removed_duplicate,0.0,0.0,165,0.0
360X921,3578,360,removed_duplicate,0.0,0.0,165,0.0
360X922,3579,360,removed_duplicate,0.0,0.0,165,0.0
360X924,3580,360,removed_duplicate,0.0,0.0,165,0.0
360X925,3581,360,removed_duplicate,0.0,0.0,165,0.0
360X926,3582,360,removed_duplicate,0.0,0.0,3,0.0
360X927,3583,360,removed_constant,0.0,1.0,1,0.0
360X929,3584,360,removed_duplicate,0.0,0.0,107,0.0
360X930,3585,360,removed_duplicate,0.0,0.0,107,0.0
360X932,3586,360,removed_duplicate,0.0,0.0,107,0.0
360X933,3587,360,removed_duplicate,0.0,0.0,107,0.0
360X935,3588,360,removed_duplicate,0.0,0.0,107,0.0
360X936,3589,360,removed_duplicate,0.0,0.0,107,0.0
360X937,3590,360,removed_constant,0.0,1.0,1,0.0
360X938,3591,360,removed_constant,0.0,1.0,1,0.0
360X940,3592,360,removed_duplicate,0.0,0.0,87,0.0
360X941,3593,360,removed_duplicate,0.0,0.0,87,0.0
360X943,3594,360,removed_duplicate,0.0,0.0,87,0.0
360X944,3595,360,removed_duplicate,0.0,0.0,87,0.0
360X946,3596,360,removed_duplicate,0.0,0.0,87,0.0
360X947,3597,360,removed_duplicate,0.0,0.0,87,0.0
360X948,3598,360,removed_constant,0.0,1.0,1,0.0
360X949,3599,360,removed_duplicate,0.0,0.0,7,0.0
360X951,3600,360,removed_duplicate,0.0,0.0,91,0.0
360X952,3601,360,removed_duplicate,0.0,0.0,91,0.0
360X954,3602,360,removed_duplicate,0.0,0.0,91,0.0
360X955,3603,360,removed_duplicate,0.0,0.0,91,0.0
360X957,3604,360,removed_duplicate,0.0,0.0,91,0.0
360X958,3605,360,removed_duplicate,0.0,0.0,91,0.0
360X959,3606,360,removed_duplicate,0.0,0.0,7,0.0
360X960,3607,360,removed_duplicate,0.0,0.0,620,0.0
360X962,3608,360,removed_duplicate,0.0,0.0,7,0.0
360X963,3609,360,removed_duplicate,0.0,0.0,7,0.0
360X965,3610,360,removed_duplicate,0.0,0.0,7,0.0
360X966,3611,360,removed_duplicate,0.0,0.0,7,0.0
360X968,3612,360,removed_duplicate,0.0,0.0,7,0.0
360X969,3613,360,removed_duplicate,0.0,0.0,7,0.0
360X970,3614,360,removed_duplicate,0.0,0.0,620,0.0
360X971,3615,360,kept_numeric,0.0,0.0,563,0.0
360X972,3616,360,removed_constant,0.0,0.0,1,0.0
360X974,3617,360,removed_duplicate,0.0,0.0,30,0.0
360X975,3618,360,removed_duplicate,0.0,0.0,30,0.0
360X977,3619,360,removed_duplicate,0.0,0.0,30,0.0
360X978,3620,360,removed_duplicate,0.0,0.0,30,0.0
360X980,3621,360,removed_duplicate,0.0,0.0,30,0.0
360X981,3622,360,removed_duplicate,0.0,0.0,30,0.0
360X982,3623,360,removed_constant,0.0,0.0,1,0.0
360X983,3624,360,removed_duplicate,0.0,0.0,563,0.0
360X984,3625,360,kept_numeric,0.0,0.0,4,0.0
360X985,3626,360,removed_duplicate,0.0,0.0,84,0.0
360X987,3627,360,kept_numeric,0.0,0.0,44,0.0
360X989,3628,360,removed_duplicate,0.0,0.0,44,0.0
360X991,3629,360,removed_duplicate,0.0,0.0,44,0.0
360X992,3630,360,removed_duplicate,0.0,0.0,84,0.0
360X993,3631,360,removed_duplicate,0.0,0.0,437,0.0
360X995,3632,360,kept_numeric,0.0,0.0,16,0.0
360X997,3633,360,removed_duplicate,0.0,0.0,16,0.0
360X999,3634,360,removed_duplicate,0.0,0.0,16,0.0
360X1000,3635,360,removed_duplicate,0.0,0.0,437,0.0
360X1002,3636,360,removed_duplicate,0.0,0.0,2,0.0
360X1003,3637,360,removed_duplicate,0.0,0.0,2,0.0
360X1004,3638,360,removed_duplicate,0.0,0.0,73,0.0
360X1006,3639,360,kept_numeric,0.0,0.0,65,0.0
360X1007,3640,360,removed_duplicate,0.0,0.0,65,0.0
360X1009,3641,360,removed_duplicate,0.0,0.0,65,0.0
360X1010,3642,360,removed_duplicate,0.0,0.0,65,0.0
360X1012,3643,360,removed_duplicate,0.0,0.0,65,0.0
360X1013,3644,360,removed_duplicate,0.0,0.0,65,0.0
360X1014,3645,360,removed_duplicate,0.0,0.0,73,0.0
360X1015,3646,360,removed_duplicate,0.0,0.0,25,0.0
360X1017,3647,360,kept_numeric,0.0,0.0,92,0.0
360X1018,3648,360,removed_duplicate,0.0,0.0,92,0.0
360X1020,3649,360,removed_duplicate,0.0,0.0,92,0.0
360X1021,3650,360,removed_duplicate,0.0,0.0,92,0.0
360X1023,3651,360,removed_duplicate,0.0,0.0,92,0.0
360X1024,3652,360,removed_duplicate,0.0,0.0,92,0.0
360X1025,3653,360,removed_duplicate,0.0,0.0,25,0.0
360X1026,3654,360,removed_duplicate,0.0,0.0,25,0.0
360X1028,3655,360,kept_numeric,0.0,0.0,59,0.0
360X1029,3656,360,removed_duplicate,0.0,0.0,59,0.0
360X1031,3657,360,removed_duplicate,0.0,0.0,59,0.0
360X1032,3658,360,removed_duplicate,0.0,0.0,59,0.0
360X1034,3659,360,removed_duplicate,0.0,0.0,59,0.0
360X1035,3660,360,removed_duplicate,0.0,0.0,59,0.0
360X1036,3661,360,removed_duplicate,0.0,0.0,25,0.0
360X1037,3662,360,removed_duplicate,0.0,0.0,25,0.0
360X1039,3663,360,kept_numeric,0.0,0.0,99,0.0
360X1040,3664,360,removed_duplicate,0.0,0.0,99,0.0
360X1042,3665,360,removed_duplicate,0.0,0.0,99,0.0
360X1043,3666,360,removed_duplicate,0.0,0.0,99,0.0
360X1045,3667,360,removed_duplicate,0.0,0.0,99,0.0
360X1046,3668,360,removed_duplicate,0.0,0.0,99,0.0
360X1047,3669,360,removed_duplicate,0.0,0.0,25,0.0
360X1048,3670,360,removed_duplicate,0.0,0.0,73,0.0
360X1050,3671,360,kept_numeric,0.0,0.0,52,0.0
360X1051,3672,360,removed_duplicate,0.0,0.0,52,0.0
360X1053,3673,360,removed_duplicate,0.0,0.0,52,0.0
360X1054,3674,360,removed_duplicate,0.0,0.0,52,0.0
360X1056,3675,360,removed_duplicate,0.0,0.0,52,0.0
360X1057,3676,360,removed_duplicate,0.0,0.0,52,0.0
360X1058,3677,360,removed_duplicate,0.0,0.0,73,0.0
360X1059,3678,360,removed_duplicate,0.0,0.0,73,0.0
360X1061,3679,360,kept_numeric,0.0,0.0,176,0.0
360X1062,3680,360,removed_duplicate,0.0,0.0,176,0.0
360X1064,3681,360,removed_duplicate,0.0,0.0,176,0.0
360X1065,3682,360,removed_duplicate,0.0,0.0,176,0.0
360X1067,3683,360,removed_duplicate,0.0,0.0,176,0.0
360X1068,3684,360,removed_duplicate,0.0,0.0,176,0.0
360X1069,3685,360,removed_duplicate,0.0,0.0,73,0.0
360X1070,3686,360,removed_duplicate,0.0,0.0,400,0.0
360X1072,3687,360,kept_numeric,0.0,0.0,51,0.0
360X1073,3688,360,removed_duplicate,0.0,0.0,51,0.0
360X1075,3689,360,removed_duplicate,0.0,0.0,51,0.0
360X1076,3690,360,removed_duplicate,0.0,0.0,51,0.0
360X1078,3691,360,removed_duplicate,0.0,0.0,51,0.0
360X1079,3692,360,removed_duplicate,0.0,0.0,51,0.0
360X1080,3693,360,removed_duplicate,0.0,0.0,400,0.0
360X1081,3694,360,removed_duplicate,0.0,0.0,400,0.0
360X1083,3695,360,kept_numeric,0.0,0.0,169,0.0
360X1084,3696,360,removed_duplicate,0.0,0.0,169,0.0
360X1086,3697,360,removed_duplicate,0.0,0.0,169,0.0
360X1087,3698,360,removed_duplicate,0.0,0.0,169,0.0
360X1089,3699,360,removed_duplicate,0.0,0.0,169,0.0
360X1090,3700,360,removed_duplicate,0.0,0.0,169,0.0
360X1091,3701,360,removed_duplicate,0.0,0.0,400,0.0
360X1092,3702,360,removed_duplicate,0.0,0.0,102,0.0
360X1094,3703,360,kept_numeric,0.0,0.0,51,0.0
360X1095,3704,360,removed_duplicate,0.0,0.0,51,0.0
360X1097,3705,360,removed_duplicate,0.0,0.0,51,0.0
360X1098,3706,360,removed_duplicate,0.0,0.0,51,0.0
360X1100,3707,360,removed_duplicate,0.0,0.0,51,0.0
360X1101,3708,360,removed_duplicate,0.0,0.0,51,0.0
360X1102,3709,360,removed_duplicate,0.0,0.0,102,0.0
360X1103,3710,360,removed_duplicate,0.0,0.0,400,0.0
360X1105,3711,360,kept_numeric,0.0,0.0,151,0.0
360X1106,3712,360,removed_duplicate,0.0,0.0,151,0.0
360X1108,3713,360,removed_duplicate,0.0,0.0,151,0.0
360X1109,3714,360,removed_duplicate,0.0,0.0,151,0.0
360X1111,3715,360,removed_duplicate,0.0,0.0,151,0.0
360X1112,3716,360,removed_duplicate,0.0,0.0,151,0.0
360X1113,3717,360,removed_duplicate,0.0,0.0,400,0.0
360X1114,3718,360,removed_duplicate,0.0,0.0,102,0.0
360X1116,3719,360,kept_numeric,0.0,0.0,22,0.0
360X1117,3720,360,removed_duplicate,0.0,0.0,22,0.0
360X1119,3721,360,removed_duplicate,0.0,0.0,22,0.0
360X1120,3722,360,removed_duplicate,0.0,0.0,22,0.0
360X1122,3723,360,removed_duplicate,0.0,0.0,22,0.0
360X1123,3724,360,removed_duplicate,0.0,0.0,22,0.0
360X1124,3725,360,removed_duplicate,0.0,0.0,102,0.0
360X1125,3726,360,removed_duplicate,0.0,0.0,4,0.0
360X1127,3727,360,kept_numeric,0.0,0.0,228,0.0
360X1128,3728,360,removed_duplicate,0.0,0.0,228,0.0
360X1130,3729,360,removed_duplicate,0.0,0.0,228,0.0
360X1131,3730,360,removed_duplicate,0.0,0.0,228,0.0
360X1133,3731,360,removed_duplicate,0.0,0.0,228,0.0
360X1134,3732,360,removed_duplicate,0.0,0.0,228,0.0
360X1135,3733,360,removed_duplicate,0.0,0.0,4,0.0
360X1136,3734,360,removed_duplicate,0.0,0.0,84,0.0
360X1138,3735,360,kept_numeric,0.0,0.0,50,0.0
360X1140,3736,360,removed_duplicate,0.0,0.0,50,0.0
360X1142,3737,360,removed_duplicate,0.0,0.0,50,0.0
360X1143,3738,360,removed_duplicate,0.0,0.0,84,0.0
360X1144,3739,360,removed_duplicate,0.0,0.0,84,0.0
360X1146,3740,360,kept_numeric,0.0,0.0,20,0.0
360X1148,3741,360,removed_duplicate,0.0,0.0,20,0.0
360X1150,3742,360,removed_duplicate,0.0,0.0,20,0.0
360X1151,3743,360,removed_duplicate,0.0,0.0,84,0.0
360X1152,3744,360,kept_numeric,0.0,0.0,137,0.0
360X1154,3745,360,removed_duplicate,0.0,0.0,3,0.0
360X1155,3746,360,removed_duplicate,0.0,0.0,3,0.0
360X1157,3747,360,removed_duplicate,0.0,0.0,3,0.0
360X1158,3748,360,removed_duplicate,0.0,0.0,3,0.0
360X1160,3749,360,removed_duplicate,0.0,0.0,3,0.0
360X1161,3750,360,removed_duplicate,0.0,0.0,3,0.0
360X1162,3751,360,removed_duplicate,0.0,0.0,137,0.0
360X1164,3752,360,kept_numeric,0.0,0.0,2,0.0
360X1165,3753,360,removed_duplicate,0.0,0.0,2,0.0
360X1166,3754,360,removed_duplicate,0.0,0.0,177,0.0
360X1168,3755,360,removed_duplicate,0.0,0.0,354,0.0
360X1169,3756,360,removed_duplicate,0.0,0.0,354,0.0
360X1171,3757,360,removed_duplicate,0.0,0.0,354,0.0
360X1172,3758,360,removed_duplicate,0.0,0.0,354,0.0
360X1174,3759,360,removed_duplicate,0.0,0.0,354,0.0
360X1175,3760,360,removed_duplicate,0.0,0.0,354,0.0
360X1176,3761,360,removed_duplicate,0.0,0.0,177,0.0
360X1177,3762,360,removed_duplicate,0.0,0.0,177,0.0
360X1179,3763,360,removed_duplicate,0.0,0.0,4,0.0
360X1180,3764,360,removed_duplicate,0.0,0.0,4,0.0
360X1182,3765,360,removed_duplicate,0.0,0.0,4,0.0
360X1183,3766,360,removed_duplicate,0.0,0.0,4,0.0
360X1185,3767,360,removed_duplicate,0.0,0.0,4,0.0
360X1186,3768,360,removed_duplicate,0.0,0.0,4,0.0
360X1187,3769,360,removed_duplicate,0.0,0.0,177,0.0
360X1188,3770,360,removed_duplicate,0.0,0.0,4,0.0
360X1190,3771,360,kept_numeric,0.0,0.0,6,0.0
360X1191,3772,360,removed_duplicate,0.0,0.0,6,0.0
360X1193,3773,360,removed_duplicate,0.0,0.0,6,0.0
360X1194,3774,360,removed_duplicate,0.0,0.0,6,0.0
360X1196,3775,360,removed_duplicate,0.0,0.0,6,0.0
360X1197,3776,360,removed_duplicate,0.0,0.0,6,0.0
360X1198,3777,360,removed_duplicate,0.0,0.0,4,0.0
360X1199,3778,360,removed_duplicate,0.0,0.01875,27,0.0
360X1201,3779,360,kept_numeric,0.0,0.0,55,0.0
360X1202,3780,360,removed_duplicate,0.0,0.0,55,0.0
360X1204,3781,360,removed_duplicate,0.0,0.0,55,0.0
360X1205,3782,360,removed_duplicate,0.0,0.0,55,0.0
360X1207,3783,360,removed_duplicate,0.0,0.0,55,0.0
