field,operation,observed_type,physical_meaning,unit,measurement_event,source_system,earliest_available_time,Y_measurement_time,available_before_Y,evidence_reference,prospective_eligibility,offline_complete_record_use
360X439,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X440,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X442,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X443,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X444,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X445,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X447,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X449,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X451,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X452,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X453,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X455,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X456,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X458,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X459,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X461,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X462,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X463,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X464,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X466,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X467,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X469,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X470,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X472,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X473,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X474,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X475,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X477,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X478,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X480,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X481,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X483,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X484,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X485,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X486,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X488,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X489,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X491,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X492,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X494,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X495,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X496,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X497,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X499,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X500,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X502,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X503,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X505,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X506,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X507,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X508,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X510,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X511,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X513,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X514,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X516,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X517,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X518,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X519,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X521,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X522,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X524,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X525,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X527,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X528,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X529,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X530,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X532,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X533,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X535,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X536,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X538,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X539,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X540,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X541,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X543,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X544,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X546,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X547,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X549,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X550,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X551,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X552,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X554,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X555,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X557,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X558,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X560,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X561,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X562,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X563,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X565,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X567,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X569,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X570,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X571,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X573,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X574,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X576,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X577,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X579,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X580,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X581,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X582,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X584,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X585,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X587,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X588,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X590,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X591,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X592,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X593,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X595,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X597,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X598,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X600,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X601,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X602,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X603,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X605,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X607,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X609,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X610,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X611,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X613,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X615,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X617,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X618,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X619,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X621,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X623,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X625,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X626,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X627,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X629,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X631,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X633,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X634,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X635,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X637,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X639,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X641,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X642,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X643,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X645,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X647,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X649,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X650,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X651,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X653,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X655,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X657,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X658,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X659,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X661,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X663,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X665,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X666,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X667,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X669,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X671,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X673,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X674,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X675,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X677,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X679,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X681,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X682,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X683,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X685,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X687,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X689,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X690,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X692,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X693,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X694,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X696,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X698,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X700,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X701,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X702,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X704,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X706,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X708,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X709,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X710,360,parseable_timestamp,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X711,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X712,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X713,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X714,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X715,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X716,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X717,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X718,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X719,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X721,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X722,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X724,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X725,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X727,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X728,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X729,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X730,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X732,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X733,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X735,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X736,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X738,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X739,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X740,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X741,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X743,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X744,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X746,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X747,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X749,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X750,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X751,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X752,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X754,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X755,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X757,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X758,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X760,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X761,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X762,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X763,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X765,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X766,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X768,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
360X769,360,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
